"ITEM.NAME","FOOD","PORTION.SIZE","NFGD.Notes","TIMEFRAME","SEX","NFGD.Size.equivalent","Food.ID","NCode","Name","Age.Group","Sex","Size","GRAMWT_G_USDA","ENERGY_KCAL_USDA","PROTEIN_G_USDA","PROTEIN_G_.DV","VEGETABLE_PROTEIN_G_NDSR","VEGETABLE_PROTEIN_.DV","DIETARY_FIBER_G_USDA","DIETARY_FIBER_.DV","TOTAL_DIETARY_FIBER_G_NDSR","TOTAL_DIETARY_FIBER_.DV","RETINOL_MCG_USDA","RETINOL_MCG_.DV","VITAMIN_A_RAE_MCG_USDA","VITAMIN_A_RAE_MCG_USDA_.DV","BETA_CAROTENE_MCG_USDA","BETA_CAROTENE_MCG_.DV","ALPHA_CAROTENE_MCG_USDA","ALPHA_CAROTENE_MCG_.DV","BETA_CRYPTOXANTHIN_MCG_USDA","BETA_CRYPTOXANTHIN_MCG_.DV","LUTEIN_ZEAXANTHIN_MCG_USDA","LUTEIN_ZEAXANTHIN_MCG_.DV","LYCOPENE_MCG_USDA","LYCOPENE_MCG_.DV","VITAMIN_E_AS_ALPHA_TOCOPHEROL_MG_USDA","VITAMIN_E_AS_ALPHA_TOCOPHEROL_MG_.DV","VITAMIN_E_IU_NDSR","VITAMIN_E_IU_.DV","VITAMIN_K_MCG_USDA","VITAMIN_K_MCG_.DV","VITAMIN_C_MG_USDA","VITAMIN_C_MG_USDA_.DV","THIAMIN_VITAMIN_B1_MG_USDA","THIAMIN_VITAMIN_B1_MG_USDA_.DV","RIBOFLAVIN_VITAMIN_B2_MG_USDA","RIBOFLAVIN_VITAMIN_B2_MG_USDA_.DV","NIACIN_MG_USDA","NIACIN_MG_USDA_.DV","NIACIN_EQUIVALENTS_MG_NDSR","NIACIN_EQUIVALENTS_MG_NDSR_.DV","VITAMIN_B6_MG_USDA","VITAMIN_B6_MG_USDA_.DV","TOTAL_FOLATE_MCG_USDA","TOTAL_FOLATE_MCG_USDA_.DV","FOLATE_DFE_MCG_USDA","FOLATE_DFE_MCG_USDA_.DV","FOOD_FOLATE_MCG_USDA","FOOD_FOLATE_MCG_USDA_.DV","FOLIC_ACID_MCG_USDA","FOLIC_ACID_MCG_USDA_.DV","CALCIUM_MG_USDA","CALCIUM_MG_USDA_.DV","PHOSPHORUS_MG_USDA","PHOSPHORUS_MG_USDA_.DV","MAGNESIUM_MG_USDA","MAGNESIUM_MG_USDA_.DV","IRON_MG_USDA","IRON_MG_USDA_.DV","ZINC_MG_USDA","ZINC_MG_USDA_.DV","COPPER_MG_USDA","COPPER_MG_USDA_.DV","SELENIUM_MCG_USDA","SELENIUM_MCG_USDA_.DV","SODIUM_MG_USDA","SODIUM_MG_USDA_.DV","POTASSIUM_MG_USDA","POTASSIUM_MG_USDA_.DV","MANGANESE_MG_NDSR","MANGANESE_MG_NDSR_.DV","OMEGA_3_FATTY_ACIDS_G_NDSR","OMEGA_3_FATTY_ACIDS_G_NDSR_.DV","DAIDZEIN_MG_NDSR","DAIDZEIN_MG_NDSR_.DV","GENISTEIN_MG_NDSR","GENISTEIN_MG_NDSR_.DV","GLYCITEIN_MG_NDSR","GLYCITEIN_MG_NDSR_.DV","COUMESTROL_MG_NDSR","COUMESTROL_MG_NDSR_.DV","BIOCHANIN_A_MG_NDSR","BIOCHANIN_A_MG_NDSR_.DV","FORMONONETIN_MG_NDSR","FORMONONETIN_MG_NDSR_.DV","ALCOHOL_G_USDA","ALCOHOL_G_USDA_.DV","CARBOHYDRATE_G_USDA","CARBOHYDRATE_G_USDA_.DV","TOTAL_SUGARS_G_USDA","TOTAL_SUGARS_G_USDA_.DV","ADDED_SUGARS_BY_TOTAL_SUGARS_G_NDSR","ADDED_SUGARS_BY_TOTAL_SUGARS_G_NDSR_.DV","FRUCTOSE_G_NDSR","FRUCTOSE_G_NDSR_.DV","GALACTOSE_G_NDSR","GALACTOSE_G_NDSR_.DV","GLUCOSE_G_NDSR","GLUCOSE_G_NDSR_.DV","LACTOSE_G_NDSR","LACTOSE_G_NDSR_.DV","MALTOSE_G_NDSR","MALTOSE_G_NDSR_.DV","SUCROSE_G_NDSR","SUCROSE_G_NDSR_.DV","STARCH_G_NDSR","STARCH_G_NDSR_.DV","TOTAL_TRANS_FATTY_ACIDS_TRANS_G_NDSR","TOTAL_TRANS_FATTY_ACIDS_TRANS_G_NDSR_.DV","ERYTHRITOL_G_NDSR","ERYTHRITOL_G_NDSR_.DV","INOSITOL_G_NDSR","INOSITOL_G_NDSR_.DV","ISOMALT_G_NDSR","ISOMALT_G_NDSR_.DV","LACTITOL_G_NDSR","LACTITOL_G_NDSR_.DV","MALTITOL_G_NDSR","MALTITOL_G_NDSR_.DV","MANNITOL_G_NDSR","MANNITOL_G_NDSR_.DV","PINITOL_G_NDSR","PINITOL_G_NDSR_.DV","SORBITOL_G_NDSR","SORBITOL_G_NDSR_.DV","XYLITOL_G_NDSR","XYLITOL_G_NDSR_.DV","CAFFEINE_MG_USDA","CAFFEINE_MG_USDA_.DV","SUCRALOSE_MG_NDSR","SUCRALOSE_MG_NDSR_.DV","overall_nutrient_mean","overall_antinutrient_mean","Nutrient_density_numerator","Nutrient_Density_Score","percent_daily_value_nutrient_mean","percent_daily_value_antinutrient_mean","percent_daily_value_numerator","percent_daily_value_Nutrient_Density_Score"
"FFQ_36","Broth-based soup, chicken noodle, minestrone ","1 med bowl",NA,"Servings in last 2 weeks",0,"1","100","320.1","Soups/ broth w ndles/rice,",0,0,1,250,163.23,8.93,17.86,3.49130755,6.98261511,1.3,4.64285714,1.16409871,4.15749539,7.77,0.97125,47,5.22222222,250,51.54875,114.07,14.25875,2.65,5,70.38,100,240.92,100,0.62,4.13333333,0.82855209,5.52368063,10.88,9.06666667,2.75,3.05555556,0.19,15.8333333,0.17,13.0769231,3.12,19.5,3.4705321,21.6908256,0.14,8.23529412,31.06,7.765,42.69,10.6725,14.41,3.6025,16.57,4.1425,32.37,2.49,98.44,7.8752,20.13,4.79285714,1.7,9.44444444,0.84,7.63636364,0.14,15.5555556,13.28,24.1454545,250,42.3008696,210.34,4.47531915,0.21872767,9.50989874,0.06906734,5.31287246,0.19771934,0.26362578,0.26730298,0.356403973,0.03830962,0.05107949,0.00035492,0.00047323,3.9352e-06,5.2469e-06,4.4007e-05,5.8676e-05,0,0,18.67,14.3615385,1.72,3.44,0.08521883,0.08521883,0.19685013,0.15142318,0.03194753,0.02457502,0.20293903,0.15610695,0.00515345,0.00396419,0.1765074,0.13577492,0.53521588,0.41170452,16.0566113,12.3512395,0.87915203,0.879152031,0,0,0.01071363,0.01071363,0,0,0,0,0,0,0.03080224,0.03080224,0.01011787,0.01011787,0.00135515,0.00135515,0.00014451,0.00014451,0,0,0,0,47.9870584453333,0.867748999047619,47.1193094462857,28.8668194855638,14.6225143823861,0.678680597190476,13.9438337851956,8.54244549727111
"FFQ_36.1","Broth-based soup, chicken noodle, minestrone ","1 med bowl",NA,"Servings in last 2 weeks",1,"1","100","320.1","Soups/ broth w ndles/rice,",0,1,1,250,163.78,9.79,19.58,3.36713955,6.73427909,1.3,4.64285714,1.23376033,4.4062869,6.89,0.86125,50.71,5.63444444,250,56.895,137.58,17.1975,1.89,3.56603774,93.95,100,250,100,0.55,3.66666667,0.75436185,5.02907897,10.88,9.06666667,3.08,3.42222222,0.17,14.1666667,0.17,13.0769231,3.55,22.1875,3.60659746,22.5412341,0.15,8.82352941,30.48,7.62,41.45,10.3625,14.8,3.7,15.65,3.9125,32.86,2.52769231,106.76,8.5408,20.41,4.85952381,1.6,8.88888889,0.94,8.54545455,0.15,16.6666667,13.38,24.3272727,250,40.7469565,250,5.41851064,0.22285199,9.68921683,0.08040532,6.18502462,0.10029252,0.13372336,0.14768896,0.196918612,0.02289864,0.03053151,8.3294e-05,0.00011106,0,0,1.0412e-05,1.3882e-05,0,0,17.83,13.7153846,2.02,4.04,0.07397735,0.07397735,0.21562213,0.16586318,0.03440217,0.02646321,0.22605182,0.17388601,0.00910834,0.00700642,0.16564064,0.12741587,0.51301193,0.39462456,15.5077167,11.9290129,0.69756629,0.697566289,0,0,0.01086378,0.01086378,0,0,0,0,0,0,0.03034443,0.03034443,0.00811846,0.00811846,0.00082676,0.00082676,0.00020336,0.00020336,0,0,0,0,51.5566173013333,0.833021626666667,50.7235956746667,30.97056763626,14.9704775337222,0.649817741857143,14.3206597918651,8.7438391695354
"FFQ_37.1","Cream based soup: chowder ","1 med bowl",NA,"Servings in last 2 weeks",1,"1",NA,NA,"Clam chowder, New England, prepared with milk",NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,0,NA
"FFQ_38","White bread ","2 slices/1 bagel, French bread, bagels, flour tortillas",NA,"Servings in last 2 weeks",0,"1","105","331.1","Breads/rolls/ white,",0,0,1,51.63,142.86,4.8,9.6,4.91519969,9.83039937,1.33,4.75,1.30080362,4.64572723,0.45,0.05625,0.48,0.05333333,0.46,0.0575,0.03,0.00375,0.04,0.0754717,21.46,100,0.36,0.48,0.12,0.8,0.20454772,1.36365147,1.22,1.01666667,0.19,0.21111111,0.26,21.6666667,0.15,11.5384615,2.3,14.375,3.28703164,20.5439478,0.04,2.35294118,56.91,14.2275,86.57,21.6425,14.6,3.65,42.4,10.6,78.27,6.02076923,52.73,4.2184,12.95,3.08333333,1.77,9.83333333,0.42,3.81818182,0.08,8.88888889,12.57,22.8545455,250,12.053913,63.36,1.34808511,0.28937209,12.5813951,0.09034729,6.94979123,0.01638284,0.02184379,0.03128808,0.041717441,0.00042545,0.00056726,0,0,1.3592e-07,1.8123e-07,0.0002349,0.00031319,0,0,26.14,20.1076923,2.63,5.26,2.49150575,2.49150575,0.66371262,0.51054817,0.00400163,0.00307817,0.46474967,0.35749974,0.00362586,0.00278912,0.60039956,0.46184582,0.96378516,0.7413732,20.8264608,16.0203545,0.04425327,0.044253271,2.9116e-07,2.9116e-07,0.0114821,0.0114821,0,0,0,0,0,0,1.5027e-05,1.5027e-05,9.8429e-06,9.8429e-06,7.2669e-05,7.2669e-05,9.1915e-06,9.1915e-06,0,0,0,0,20.3500090136667,1.24162302102667,19.10838599264,13.3756026827943,8.16304190728417,0.983087469645714,7.17995443763845,5.02586758899514
"FFQ_38.1","White bread ","2 slices/1 bagel, French bread, bagels, flour tortillas",NA,"Servings in last 2 weeks",1,"1","105","331.1","Breads/rolls/ white,",0,1,1,50.71,141.32,4.73,9.46,4.77550627,9.55101254,1.31,4.67857143,1.27376322,4.54915434,0.68,0.085,0.76,0.08444444,0.9,0.1125,0.12,0.015,0.03,0.05660377,20.99,100,2.19,2.92,0.13,0.86666667,0.21896456,1.45976375,1.42,1.18333333,0.18,0.2,0.25,20.8333333,0.15,11.5384615,2.25,14.0625,3.20486523,20.0304077,0.04,2.35294118,56.21,14.0525,85.08,21.27,15.03,3.7575,41.24,10.31,73.78,5.67538462,52.19,4.1752,12.71,3.02619048,1.73,9.61111111,0.42,3.81818182,0.08,8.88888889,12.29,22.3454545,250,11.6921739,63.81,1.35765957,0.28134555,12.232415,0.09034785,6.94983438,0.01837601,0.02450134,0.03362394,0.044831921,0.00103188,0.00137583,0,0,0,0,0.00022681,0.00030242,0,0,25.64,19.7230769,2.58,5.16,2.37909163,2.37909163,0.65342889,0.5026376,0.00265088,0.00203914,0.46285797,0.35604459,0.00493608,0.00379699,0.57477014,0.44213088,0.88820979,0.6832383,20.4023122,15.6940863,0.05919043,0.059190426,1.068e-07,1.068e-07,0.01073579,0.01073579,0,0,0,0,0,0,6.7614e-05,6.7614e-05,4.3158e-05,4.3158e-05,0.00010233,0.00010233,1.2268e-05,1.2268e-05,0,0,0,0,20.1929975816667,1.21135282270476,18.9816447589619,13.4316761668284,8.12972372030556,0.958724624895238,7.17099909541032,5.07429882211316
"FFQ_39","Dark bread ","2 slices, whole wheat, rye, pumpernickel",NA,"Servings in last 2 weeks",0,"1","106","331.2","Bread,whole gr,",0,0,1,51.32,141.91,5.98,11.96,5.63666788,11.2733358,2.66,9.5,2.68787672,9.59955973,0.3,0.0375,0.3,0.03333333,0.57,0.07125,0,0,0,0,29.77,100,0,0,0.18,1.2,1.20045701,8.00304674,2.62,2.18333333,0.08,0.08888889,0.21,17.5,0.14,10.7692308,2.72,17,3.09935217,19.3709511,0.08,4.70588235,39.06,9.765,45.08,11.27,30,7.5,8.75,2.1875,73.68,5.66769231,91.85,7.348,29.93,7.12619048,1.72,9.55555556,0.72,6.54545455,0.12,13.3333333,16.59,30.1636364,250,11.3613043,106.48,2.26553191,0.82129905,35.7086543,0.06834491,5.25730108,0.01466094,0.01954793,0.02484586,0.033127817,0.00180873,0.00241164,0,0,0,0,0.00020596,0.00027461,0,0,25.12,19.3230769,2.93,5.86,2.42098063,2.42098063,1.05176728,0.80905175,0.00098206,0.00075543,0.59198596,0.45537381,0.03028538,0.02329644,0.55607423,0.4277494,0.33729722,0.2594594,16.3536451,12.579727,0.01430557,0.014305567,1.4222e-06,1.4222e-06,0.04389169,0.04389169,0,0,0,0,0.00011982,0.00011982,0,0,7.8044e-05,7.8044e-05,0.00042667,0.00042667,6.619e-05,6.619e-05,0,0,0,0,22.402821519,1.01913844124762,21.3836830777524,15.0684821913554,9.43238547658333,0.811203964914286,8.62118151166905,6.07510500434715
"FFQ_39.1","Dark bread ","2 slices, whole wheat, rye, pumpernickel",NA,"Servings in last 2 weeks",1,"1","106","331.2","Bread,whole gr,",0,1,1,49.61,136.52,5.78,11.56,5.44292695,10.8858539,2.62,9.35714286,2.65119058,9.46853778,0.38,0.0475,0.38,0.04222222,0.55,0.06875,0,0,0,0,29.13,100,0,0,0.19,1.26666667,1.11188425,7.41256165,2.52,2.1,0.08,0.08888889,0.2,16.6666667,0.13,10,2.59,16.1875,2.99314526,18.7071579,0.08,4.70588235,37.64,9.41,43.67,10.9175,28.7,7.175,8.7,2.175,73.62,5.66307692,88.63,7.0904,28.94,6.89047619,1.65,9.16666667,0.7,6.36363636,0.11,12.2222222,15.84,28.8,250,10.9669565,102.75,2.18617021,0.79014723,34.3542273,0.06514548,5.01119038,0.0173729,0.02316386,0.02791459,0.037219457,0.00270557,0.00360743,0,0,0,0,0.00018467,0.00024623,0,0,24.19,18.6076923,2.79,5.58,2.32361559,2.32361559,1.01805233,0.78311718,0.00135768,0.00104437,0.579261,0.44558538,0.03819426,0.0293802,0.53447127,0.41113174,0.3334526,0.256502,15.783373,12.1410562,0.01454448,0.014544475,3.97e-06,3.97e-06,0.04126508,0.04126508,0,0,0,0,0.0001781,0.0001781,0,0,0.00012233,0.00012233,0.0005411,0.0005411,7.6308e-05,7.6308e-05,0,0,0,0,22.015376483,0.984214718952381,21.0311617640476,15.4051873454788,9.15551731102778,0.783245905857143,8.37227140517063,6.13263361058499
"FFQ_40","Corn bread, corn muffins, corn tortillas ","1 med piece",NA,"Servings in last 2 weeks",0,"1",NA,NA,NA,NA,0,NA,76.935,209.605,4.75,9.5,3.66139475,7.3227895,3.215,11.4821429,2.84074527,10.1455188,16.045,2.005625,17.24,1.91555556,9.28,1.16,4.5,0.5625,2.415,4.55660377,143.96,100,0.13,0.17333333,0.42,2.8,0.47927175,3.19514498,2.6,2.16666667,0.02,0.02222222,0.145,12.0833333,0.135,10.3846154,1.445,9.03125,2.2858289,14.2864306,0.11,6.47058824,31.49,7.8725,46.11,11.5275,10.595,2.64875,20.905,5.22625,88.55,6.81153846,214.865,17.1892,35.065,8.34880952,1.435,7.97222222,0.73,6.63636364,0.1,11.1111111,7.39,13.4363636,250,11.3445652,120.51,2.56404255,0.19783753,8.60163183,0.04285123,3.29624854,0.00163972,0.00218629,1.5942e-05,2.12562e-05,0,0,0,0,0,0,0,0,0,0,35.615,27.3961538,4.725,9.45,2.98000425,2.98000425,0.04489336,0.03453336,0.00419953,0.00323041,0.16549853,0.12730656,0.71530158,0.55023198,0.16561294,0.12739457,3.35282783,2.57909833,26.4780895,20.3677611,0.48080411,0.480804106,0,0,0.00124417,0.00124417,0,0,0,0,0,0,0.00030948,0.00030948,0,0,0.00045901,0.00045901,2.2106e-05,2.2106e-05,0,0,0,0,32.7012366843333,1.63758411409524,31.0636525702381,14.8200913958341,8.08635558267222,1.29773330628571,6.78862227638651,3.23876924519287
"FFQ_40.1","Corn bread, corn muffins, corn tortillas ","1 med piece",NA,"Servings in last 2 weeks",1,"1",NA,NA,NA,NA,1,NA,74.685,201.13,4.625,9.25,3.51561703,7.03123406,3.045,10.875,2.63584602,9.41373578,15.515,1.939375,16.63,1.84777778,9.365,1.170625,4.525,0.565625,2.265,4.27358491,147.26,100,0.08,0.10666667,0.43,2.86666667,0.49453569,3.29690461,2.82,2.35,0.02,0.02222222,0.14,11.6666667,0.135,10.3846154,1.425,8.90625,2.23886662,13.9929163,0.105,6.17647059,30.64,7.66,45.515,11.37875,9.38,2.345,21.28,5.32,91.66,7.05076923,204.26,16.3408,32.92,7.83809524,1.405,7.80555556,0.695,6.31818182,0.09,10,7.34,13.3454545,250,11.1417391,117.19,2.49340426,0.1902608,8.27220848,0.05860632,4.50817881,0.00160208,0.0021361,1.2757e-05,1.70088e-05,0,0,0,0,0,0,0,0,0,0,34.215,26.3192308,4.33,8.66,2.87256038,2.87256038,0.03947975,0.03036904,0.00460263,0.00354049,0.1548081,0.11908315,0.71571392,0.55054917,0.16595121,0.12765478,3.20427492,2.46482686,25.7007471,19.7698054,0.47530115,0.475301151,0,0,0.00126373,0.00126373,0,0,0,0,0,0,0.00040669,0.00040669,0,0,0.00041661,0.00041661,2.9049e-05,2.9049e-05,0,0,0,0,32.3094955286667,1.58740739233333,30.7220881363333,15.2747417771259,7.95828593968889,1.25789554761905,6.70039039206984,3.33137293892997
"FFQ_41","Breakfast muffins, scones, biscuits, pop tarts ","1 med piece",NA,"Servings in last 2 weeks",0,"1",NA,NA,NA,NA,NA,NA,74.57,250,4.40333333,8.80666667,3.58325779,7.16651558,1.31,4.67857143,1.21087702,4.3245608,15.84,1.98,19.5566667,2.17296296,33.9266667,4.24083333,20.0533333,2.50666667,0.59,1.11320755,27.95,100,0.01333333,0.01777778,0.92333333,6.15555556,0.97743229,6.51621525,11.69,9.74166667,0.47,0.52222222,0.20666667,17.2222222,0.17,13.0769231,1.71666667,10.7291667,2.78645826,17.4153641,0.04666667,2.74509804,45.5533333,11.3883333,68.5766667,17.1441667,12.8533333,3.21333333,32.86,8.215,53.6966667,4.13051282,150.896667,12.0717333,13.7333333,3.26984127,1.75,9.72222222,0.52,4.72727273,0.07333333,8.14814815,10.15,18.4545455,250,15.6027536,103.143333,2.19453901,0.31172283,13.5531667,0.26995302,20.7656168,0.00152624,0.00203499,0.00027382,0.000365098,0,0,0,0,0,0,0,0,0,0,37.4933333,28.8410256,14.9533333,29.9066667,12.5916867,12.5916867,0.24464893,0.18819148,0.00334722,0.00257478,2.89469205,2.22668619,0.56049058,0.4311466,0.08196972,0.06305363,10.1152615,7.78097042,20.0202923,15.4002249,1.61224593,1.612245931,1.418e-05,1.418e-05,0.00425781,0.00425781,0,0,0,0,0,0,0.00098965,0.00098965,1.4584e-06,1.4584e-06,0.00252631,0.00252631,0.00028715,0.00028715,0.30666667,0.30666667,0,0,26.8454414316667,2.30663705516191,24.5388043765048,9.81552175060191,9.03135530577778,1.93388208854286,7.09747321723492,2.83898928689397
"FFQ_41.1","Breakfast muffins, scones, biscuits, pop tarts ","1 med piece",NA,"Servings in last 2 weeks",1,"1",NA,NA,NA,NA,NA,NA,70.17,250,4.17666667,8.35333333,3.36061562,6.72123124,1.30333333,4.6547619,1.1706348,4.18083857,17.1433333,2.14291667,21.1966667,2.35518519,37.48,4.685,21.8766667,2.73458333,0.56,1.05660377,27,100,0.01333333,0.01777778,0.83,5.53333333,0.90614838,6.04098921,9.78666667,8.15555556,0.44666667,0.4962963,0.19666667,16.3888889,0.16666667,12.8205128,1.65,10.3125,2.64960469,16.5600293,0.05,2.94117647,43.1966667,10.7991667,64.7566667,16.1891667,12.45,3.1125,30.86,7.715,53.2333333,4.09487179,140.2,11.216,13.33,3.17380952,1.63333333,9.07407407,0.46666667,4.24242424,0.06666667,7.40740741,9.87,17.9454545,250,14.7426087,98.5333333,2.0964539,0.29479976,12.8173808,0.21867561,16.8212005,0.00138674,0.00184899,0.00023332,0.000311092,0,0,0,0,7.641e-05,0.00010188,0,0,0,0,35.1533333,27.0410256,13.8133333,27.6266667,11.831097,11.831097,0.2472352,0.19018092,0.00352399,0.00271076,2.81074994,2.16211533,0.51114945,0.39319189,0.08142952,0.06263809,9.41144373,7.2395721,18.917613,14.55201,1.55009884,1.550098843,1.4107e-05,1.4107e-05,0.00340555,0.00340555,0,0,0,0,0,0,0.00121298,0.00121298,5.2625e-06,5.2625e-06,0.00248742,0.00248742,0.00032514,0.00032514,0.24666667,0.24666667,0,0,26.3028069173333,2.1723075142619,24.1304994030714,9.65219976122857,8.65420842255556,1.82084438392857,6.83336403862698,2.73334561545079
"FFQ_42","Crackers ","3 crackers, saltines, wheat thins",NA,"Servings in last 2 weeks",0,"1","107","335.1","Crackers,",0,1,1,21.9,98.79,1.92,3.84,1.71905641,3.43811283,0.78,2.78571429,0.68104948,2.43231955,1.31,0.16375,1.41,0.15666667,1.05,0.13125,0.05,0.00625,0.23,0.43396226,11.3,56.5,0,0,0.37,2.46666667,0.32636933,2.17579552,5.18,4.31666667,0.04,0.04444444,0.1,8.33333333,0.07,5.38461538,1.12,7,1.31813098,8.23831862,0.03,1.76470588,24.25,6.0625,37.63,9.4075,5.19,1.2975,19.14,4.785,16.35,1.25769231,47.15,3.772,9.33,2.22142857,0.96,5.33333333,0.28,2.54545455,0.04,4.44444444,2.54,4.61818182,170.46,7.41130435,43.98,0.93574468,0.21870306,9.50882887,0.00949801,0.73061577,0.00039279,0.00052372,0.00076603,0.001021367,8.8565e-05,0.00011809,0,0,7.8722e-07,1.0496e-06,0,0,0,0,15.04,11.5692308,1.61,3.22,2.35660224,2.35660224,0.03835249,0.02950192,0.00069809,0.00053699,0.07894322,0.06072556,0.05394029,0.04149253,0.07478329,0.05752561,2.24514704,1.72703618,11.165974,8.58921075,1.03680687,1.036806866,0,0,0.00096934,0.00096934,0,0,0,0,6.9349e-07,6.9349e-07,0,0,3.7894e-05,3.7894e-05,8.2631e-06,8.2631e-06,8.7803e-07,8.7803e-07,0,0,0,0,12.0414892096667,0.812012599934286,11.2294766097324,11.3670175217455,4.15972404018333,0.661926462600952,3.49779757758238,3.54063931327298
"FFQ_42.1","Crackers ","3 crackers, saltines, wheat thins",NA,"Servings in last 2 weeks",1,"1","108","340.1","Tortillas/tacos/ corn,",0,0,1,71.64,177.22,4.21,8.42,4.10531946,8.21063892,4.36,15.5714286,3.88974168,13.8919346,0,0,0.12,0.01333333,1.06,0.1325,0.26,0.0325,1.84,3.47169811,10.65,53.25,0.26,0.34666667,0.23,1.53333333,0.29216298,1.94775318,0.75,0.625,0,0,0.09,7.5,0.05,3.84615385,1.16,7.25,1.62073542,10.1295964,0.15,8.82352941,10.91,2.7275,13.61,3.4025,7.03,1.7575,3.91,0.9775,59.98,4.61384615,214.56,17.1648,51.74,12.3190476,0.98,5.44444444,0.95,8.63636364,0.11,12.2222222,4.5,8.18181818,67.21,2.92217391,135.59,2.88489362,0.23515489,10.2241254,0.02575674,1.98128754,0,0,3.1884e-05,4.25124e-05,0,0,0,0,0,0,0,0,0,0,33.51,25.7769231,0.7,1.4,0.00642478,0.00642478,0.0052605,0.00404654,0,0,0.00671033,0.00516179,0,0,0.26302196,0.20232459,0.39459683,0.30353602,27.3751834,21.0578334,0.00421114,0.004211137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070243,0.00070243,0,0,0,0,0,0,19.319604525,1.33600530333333,17.9835992216667,10.1476126970244,5.77949370173333,1.02782098509524,4.7516727166381,2.68122825676453
"FFQ_43","Popcorn or pretzels ","1 cup",NA,"Servings in last 2 weeks",0,"1",NA,NA,NA,NA,NA,NA,32.225,148.135,2.96,5.92,2.84717003,5.69434007,2.165,7.73214286,2.06896265,7.38915232,3.425,0.428125,5.03,0.55888889,12.56,1.57,5.52,0.69,7.025,13.254717,177.355,100,0,0,0.44,2.93333333,0.68010357,4.5340238,1.16,0.96666667,0.09,0.1,0.085,7.08333333,0.065,5,1.005,6.28125,1.40962502,8.81015638,0.04,2.35294118,27.28,6.82,39.89,9.9725,9.265,2.31625,18.05,4.5125,8.795,0.67653846,59.235,4.7388,21.435,5.10357143,1.065,5.91666667,0.635,5.77272727,0.065,7.22222222,1.67,3.03636364,250,13.0658696,72.075,1.53351064,0.27214323,11.8323142,0.03095943,2.38149492,0,0,0,0,0,0,0,0,1.2826e-05,1.7101e-05,0,0,0,0,21.4,16.4615385,1.33,2.66,1.17214162,1.17214162,0.05250399,0.04038768,0.00188286,0.00144835,0.1384236,0.10647969,0.00969929,0.00746099,0.17694939,0.13611491,0.90407777,0.69544443,16.0801506,12.3693466,1.40232205,1.402322052,0,0,0.01195996,0.01195996,0,0,0,0,4.6984e-06,4.6984e-06,0,0,0,0,0,0,0,0,0.025,0.025,0,0,22.750811297,0.951195991828571,21.7996153051714,14.716046380107,6.51211206697222,0.760386237161905,5.75172582981032,3.88275953003025
"FFQ_43.1","Popcorn or pretzels ","1 cup",NA,"Servings in last 2 weeks",1,"1",NA,NA,NA,NA,NA,NA,29.735,136.755,2.715,5.43,2.66948405,5.33896809,2.045,7.30357143,1.98374863,7.08481653,3.545,0.443125,5.155,0.57277778,12.75,1.59375,5.475,0.684375,6.41,12.0943396,166.635,100,0,0,0.4,2.66666667,0.60942693,4.0628462,1.11,0.925,0.09,0.1,0.08,6.66666667,0.06,4.61538462,0.915,5.71875,1.29481755,8.09260969,0.035,2.05882353,25.425,6.35625,37.265,9.31625,8.515,2.12875,16.945,4.23625,7.4,0.56923077,54.995,4.3996,20.025,4.76785714,0.99,5.5,0.605,5.5,0.055,6.11111111,1.485,2.7,250,11.981087,65.3,1.3893617,0.25284182,10.9931228,0.0285285,2.19450008,0.00023616,0.00031488,0.00032045,0.000427262,5.2243e-05,6.9657e-05,0,0,1.6108e-05,2.1477e-05,0,0,0,0,19.75,15.1923077,1.38,2.76,1.27461402,1.27461402,0.04981858,0.03832199,0.00129165,0.00099358,0.13464645,0.10357419,0.01547864,0.01190665,0.16663394,0.12817995,1.02361124,0.78739326,14.7202246,11.3232497,1.22115057,1.221150568,0,0,0.01170547,0.01170547,0,0,0,0,9.9525e-07,9.9525e-07,0,0,3.4958e-06,3.4958e-06,0,0,0,0,0.05,0.05,0,0,21.7914676643333,0.889008554811905,20.9024591095214,15.284603202458,6.224689636,0.711956850907143,5.51273278509286,4.03110144791259
