"ITEM.NAME","FOOD","PORTION.SIZE","NFGD.Notes","TIMEFRAME","SEX","NFGD.Size.equivalent","Food.ID","NCode","Name","Age.Group","Sex","Size","GRAMWT_G_USDA","ENERGY_KCAL_USDA","PROTEIN_G_USDA","PROTEIN_G_.DV","VEGETABLE_PROTEIN_G_NDSR","VEGETABLE_PROTEIN_.DV","DIETARY_FIBER_G_USDA","DIETARY_FIBER_.DV","TOTAL_DIETARY_FIBER_G_NDSR","TOTAL_DIETARY_FIBER_.DV","RETINOL_MCG_USDA","RETINOL_MCG_.DV","VITAMIN_A_RAE_MCG_USDA","VITAMIN_A_RAE_MCG_USDA_.DV","BETA_CAROTENE_MCG_USDA","BETA_CAROTENE_MCG_.DV","ALPHA_CAROTENE_MCG_USDA","ALPHA_CAROTENE_MCG_.DV","BETA_CRYPTOXANTHIN_MCG_USDA","BETA_CRYPTOXANTHIN_MCG_.DV","LUTEIN_ZEAXANTHIN_MCG_USDA","LUTEIN_ZEAXANTHIN_MCG_.DV","LYCOPENE_MCG_USDA","LYCOPENE_MCG_.DV","VITAMIN_E_AS_ALPHA_TOCOPHEROL_MG_USDA","VITAMIN_E_AS_ALPHA_TOCOPHEROL_MG_.DV","VITAMIN_E_IU_NDSR","VITAMIN_E_IU_.DV","VITAMIN_K_MCG_USDA","VITAMIN_K_MCG_.DV","VITAMIN_C_MG_USDA","VITAMIN_C_MG_USDA_.DV","THIAMIN_VITAMIN_B1_MG_USDA","THIAMIN_VITAMIN_B1_MG_USDA_.DV","RIBOFLAVIN_VITAMIN_B2_MG_USDA","RIBOFLAVIN_VITAMIN_B2_MG_USDA_.DV","NIACIN_MG_USDA","NIACIN_MG_USDA_.DV","NIACIN_EQUIVALENTS_MG_NDSR","NIACIN_EQUIVALENTS_MG_NDSR_.DV","VITAMIN_B6_MG_USDA","VITAMIN_B6_MG_USDA_.DV","TOTAL_FOLATE_MCG_USDA","TOTAL_FOLATE_MCG_USDA_.DV","FOLATE_DFE_MCG_USDA","FOLATE_DFE_MCG_USDA_.DV","FOOD_FOLATE_MCG_USDA","FOOD_FOLATE_MCG_USDA_.DV","FOLIC_ACID_MCG_USDA","FOLIC_ACID_MCG_USDA_.DV","CALCIUM_MG_USDA","CALCIUM_MG_USDA_.DV","PHOSPHORUS_MG_USDA","PHOSPHORUS_MG_USDA_.DV","MAGNESIUM_MG_USDA","MAGNESIUM_MG_USDA_.DV","IRON_MG_USDA","IRON_MG_USDA_.DV","ZINC_MG_USDA","ZINC_MG_USDA_.DV","COPPER_MG_USDA","COPPER_MG_USDA_.DV","SELENIUM_MCG_USDA","SELENIUM_MCG_USDA_.DV","SODIUM_MG_USDA","SODIUM_MG_USDA_.DV","POTASSIUM_MG_USDA","POTASSIUM_MG_USDA_.DV","MANGANESE_MG_NDSR","MANGANESE_MG_NDSR_.DV","OMEGA_3_FATTY_ACIDS_G_NDSR","OMEGA_3_FATTY_ACIDS_G_NDSR_.DV","DAIDZEIN_MG_NDSR","DAIDZEIN_MG_NDSR_.DV","GENISTEIN_MG_NDSR","GENISTEIN_MG_NDSR_.DV","GLYCITEIN_MG_NDSR","GLYCITEIN_MG_NDSR_.DV","COUMESTROL_MG_NDSR","COUMESTROL_MG_NDSR_.DV","BIOCHANIN_A_MG_NDSR","BIOCHANIN_A_MG_NDSR_.DV","FORMONONETIN_MG_NDSR","FORMONONETIN_MG_NDSR_.DV","ALCOHOL_G_USDA","ALCOHOL_G_USDA_.DV","CARBOHYDRATE_G_USDA","CARBOHYDRATE_G_USDA_.DV","TOTAL_SUGARS_G_USDA","TOTAL_SUGARS_G_USDA_.DV","ADDED_SUGARS_BY_TOTAL_SUGARS_G_NDSR","ADDED_SUGARS_BY_TOTAL_SUGARS_G_NDSR_.DV","FRUCTOSE_G_NDSR","FRUCTOSE_G_NDSR_.DV","GALACTOSE_G_NDSR","GALACTOSE_G_NDSR_.DV","GLUCOSE_G_NDSR","GLUCOSE_G_NDSR_.DV","LACTOSE_G_NDSR","LACTOSE_G_NDSR_.DV","MALTOSE_G_NDSR","MALTOSE_G_NDSR_.DV","SUCROSE_G_NDSR","SUCROSE_G_NDSR_.DV","STARCH_G_NDSR","STARCH_G_NDSR_.DV","TOTAL_TRANS_FATTY_ACIDS_TRANS_G_NDSR","TOTAL_TRANS_FATTY_ACIDS_TRANS_G_NDSR_.DV","ERYTHRITOL_G_NDSR","ERYTHRITOL_G_NDSR_.DV","INOSITOL_G_NDSR","INOSITOL_G_NDSR_.DV","ISOMALT_G_NDSR","ISOMALT_G_NDSR_.DV","LACTITOL_G_NDSR","LACTITOL_G_NDSR_.DV","MALTITOL_G_NDSR","MALTITOL_G_NDSR_.DV","MANNITOL_G_NDSR","MANNITOL_G_NDSR_.DV","PINITOL_G_NDSR","PINITOL_G_NDSR_.DV","SORBITOL_G_NDSR","SORBITOL_G_NDSR_.DV","XYLITOL_G_NDSR","XYLITOL_G_NDSR_.DV","CAFFEINE_MG_USDA","CAFFEINE_MG_USDA_.DV","SUCRALOSE_MG_NDSR","SUCRALOSE_MG_NDSR_.DV","overall_nutrient_mean","overall_antinutrient_mean","Nutrient_density_numerator","Nutrient_Density_Score","percent_daily_value_nutrient_mean","percent_daily_value_antinutrient_mean","percent_daily_value_numerator","percent_daily_value_Nutrient_Density_Score"
"FFQ_28.1","Other fish, broiled or baked ","4 oz.",NA,"Servings in last 2 weeks",1,"1","91","300.1","Fish/ not fried,",0,1,1,105.79,156.19,22.57,45.14,0.34969203,0.69938405,0.1,0.35714286,0.11042943,0.3943908,24.34,3.0425,25.12,2.79111111,8.75,1.09375,0.13,0.01625,0.9,1.69811321,3.82,19.1,8.65,11.5333333,1.03,6.86666667,1.41173822,9.41158812,3.87,3.225,1.26,1.4,0.11,9.16666667,0.1,7.69230769,3.99,24.9375,7.42294873,46.3934295,0.25,14.7058824,18.05,4.5125,19.13,4.7825,16.5,4.125,1.53,0.3825,23.93,1.84076923,250,20.444,34.46,8.2047619,0.66,3.66666667,0.57,5.18181818,0.07,7.77777778,41.76,75.9272727,250,18.7865217,250,7.87425532,0.054819,2.38343461,0.45796702,35.2282325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,1.46923077,0.23,0.46,0,0,0.01040044,0.00800034,1.7809e-05,1.3699e-05,0.01015112,0.00780855,0.0011982,0.00092169,0.00297029,0.00228484,0.01080302,0.00831002,2.42952111,1.86886239,0.7251961,0.725196099,0,0,0.00027878,0.00027878,0,0,0,0,0,0,0.00037399,0.00037399,0,0,1.7809e-05,1.7809e-05,1.7809e-05,1.7809e-05,0,0,0,0,32.5758215233333,0.151949832238095,32.4238716910952,20.7592494340836,9.67384133166667,0.124861238857143,9.54898009280952,6.1136949182467
"FFQ_29","Tuna salad, tuna casserole ","1/2 cup",NA,"Servings in last 2 weeks",0,"1","89","280.1","Tuna salad,",0,0,1,98.59,137.75,15.82,31.64,0.22643533,0.45287067,0.28,1,0.40788885,1.45674588,15.28,1.91,21.5,2.38888889,60.83,7.60375,8.45,1.05625,20.37,38.4339623,51.94,100,0,0,0.63,4.2,1.20137013,8.0091342,18.04,15.0333333,0.57,0.63333333,0.03,2.5,0.07,5.38461538,8.1,50.625,8.60525441,53.78284,0.25,14.7058824,7.37,1.8425,7.37,1.8425,7.37,1.8425,0,0,15.28,1.17538462,113.65,9.092,19.17,4.56428571,1.19,6.61111111,0.55,5,0.05,5.55555556,52.29,95.0727273,250,15.9078261,175.15,3.72659574,0.0336293,1.46214361,0.49677315,38.2133195,0.01278208,0.01704277,0.00014044,0.000187247,0,0,0,0,0,0,0,0,0,0,3.76,2.89230769,2.52,5.04,2.40171297,2.40171297,0.1574754,0.12113492,0.0340504,0.02619262,0.28238622,0.21722017,0,0,0.00156847,0.00120652,2.31670818,1.78208321,0.66818118,0.51398552,0.00238204,0.002382041,0,0,0.01017078,0.01017078,0,0,0,0,0,0,0.04444615,0.04444615,0,0,0,0,0.00097745,0.00097745,0,0,0,0,28.6105365586667,0.281907582857143,28.3286289758095,20.5652478953245,13.0576234893611,0.24388154052381,12.8137419488373,9.30217201367499
"FFQ_29.1","Tuna salad, tuna casserole ","1/2 cup",NA,"Servings in last 2 weeks",1,"1","89","280.1","Tuna salad,",0,1,1,97.78,136.51,15.12,30.24,0.22696237,0.45392474,0.29,1.03571429,0.40342462,1.44080221,15.35,1.91875,21.67,2.40777778,62.19,7.77375,8.43,1.05375,20.2,38.1132075,54.49,100,0.01,0.01333333,0.65,4.33333333,1.20734168,8.04894452,18.18,15.15,0.58,0.64444444,0.03,2.5,0.07,5.38461538,7.74,48.375,8.38733858,52.4208661,0.25,14.7058824,7.53,1.8825,7.53,1.8825,7.53,1.8825,0,0,15.44,1.18769231,109.22,8.7376,18.59,4.42619048,1.17,6.5,0.54,4.90909091,0.05,5.55555556,50.5,91.8181818,250,15.8017391,170.49,3.62744681,0.03351971,1.45737861,0.49907679,38.3905221,0.01248309,0.01664412,7.4898e-05,9.98635e-05,0,0,0,0,0,0,0,0,0,0,3.63,2.79230769,2.52,5.04,2.41949517,2.41949517,0.17809762,0.13699817,0.03653444,0.02810341,0.2993511,0.23027007,0,0,0.00233971,0.00179978,2.3068069,1.77446684,0.66902681,0.51463601,0.00289587,0.002895872,0,0,0.00995828,0.00995828,0,0,0,0,0,0,0.0467246,0.0467246,0,0,0,0,0.00094265,0.00094265,0,0,0,0,28.3403441723333,0.284389197619048,28.0559549747143,20.5523075047354,12.8481895545417,0.246013850095238,12.6021757044464,9.23168683938644
"FFQ_30","Spaghetti, lasagna, or other pastas with tomato sauce ","1 cup",NA,"Servings in last 2 weeks",0,"1","140","470.3","Pasta/ meatless red sauce,",0,0,1,250,250,10.06,20.12,9.43800593,18.8760119,5.04,18,4.80628522,17.1653044,7.25,0.90625,72.95,8.10555556,250,91.4625,106.4,13.3,2.19,4.13207547,250,100,250,100,3.22,21.4666667,3.01035401,20.0690267,23.4,19.5,5.92,6.57777778,0.41,34.1666667,0.27,20.7692308,6.53,40.8125,5.55858466,34.7411541,0.27,15.8823529,117.32,29.33,179.79,44.9475,27.55,6.8875,89.71,22.4275,48.58,3.73692308,130.72,10.4576,49.25,11.7261905,2.84,15.7777778,1.1,10,0.27,30,38.86,70.6545455,250,28.9113043,250,9.6893617,0.66194927,28.7804029,0.17437067,13.4131281,0.00024269,0.00032358,0.0132656,0.01768746,0,0,0,0,3.6695e-05,4.8926e-05,0,0,0,0,53.46,41.1230769,7.91,15.82,4.99460641,4.99460641,2.79986828,2.15374483,0.01579337,0.01214874,3.90604645,3.00465112,0.05882433,0.04524948,1.42211665,1.09393588,2.1497427,1.65364823,34.1839875,26.295375,0.01257959,0.012579592,0,0,0.03383309,0.03383309,0,0,0,0,0,0,0.19278079,0.19278079,0,0,0.00796828,0.00796828,0.00049149,0.00049149,0,0,0,0,66.0796988366667,2.37041137761905,63.7092874590476,25.483714983619,22.6880012793333,1.88100061580952,20.8070006635238,8.32280026540952
"FFQ_30.1","Spaghetti, lasagna, or other pastas with tomato sauce ","1 cup",NA,"Servings in last 2 weeks",1,"1","140","470.3","Pasta/ meatless red sauce,",0,1,1,250,250,9.24,18.48,8.62032345,17.2406469,4.66,16.6428571,4.40222262,15.7222236,9.19,1.14875,65.48,7.27555556,250,79.25625,76.65,9.58125,2.06,3.88679245,250,100,250,100,2.89,19.2666667,2.7456676,18.3044507,20.53,17.1083333,5.79,6.43333333,0.37,30.8333333,0.25,19.2307692,5.85,36.5625,5.10903687,31.9314805,0.25,14.7058824,105.4,26.35,161.13,40.2825,25.23,6.3075,80.14,20.035,45.81,3.52384615,121.38,9.7104,46.29,11.0214286,2.65,14.7222222,1.04,9.45454545,0.25,27.7777778,35.43,64.4181818,250,26.4465217,250,9.1593617,0.61869737,26.8998858,0.15551815,11.9629347,0.00017343,0.00023125,0.01416268,0.018883577,0,0,0,0,0.00019678,0.00026238,0,0,0,0,49.1,37.7692308,7.48,14.96,4.68204313,4.68204313,2.59894756,1.99919043,0.01391985,0.01070757,3.65500436,2.81154181,0.06083777,0.04679828,1.3126487,1.00972977,1.89346746,1.45651343,31.3243728,24.0956714,0.01468535,0.014685352,0,0,0.03094042,0.03094042,0,0,0,0,0,0,0.17496166,0.17496166,0,0,0.00727645,0.00727645,0.00037967,0.00037967,0,0,0,0,63.353080973,2.17949929428571,61.1735816787143,24.4694326714857,21.0353209401944,1.73049711295238,19.3048238272421,7.72192953089683
"FFQ_31","Pasta with cream or cheese sauce: alfredo, mac & cheese ","1 cup",NA,"Servings in last 2 weeks",0,"1","143","473.1","Macaroni and cheese,",0,0,1,209.24,250,14.48,28.96,7.31354647,14.6270929,2.22,7.92857143,2.18368168,7.79886313,144.16,18.02,148.87,16.5411111,56.52,7.065,0.05,0.00625,0.08,0.1509434,17.4,87,1.93,2.57333333,1.07,7.13333333,1.03318688,6.88791253,6.76,5.63333333,0.17,0.18888889,0.43,35.8333333,0.39,30,2.63,16.4375,5.80992069,36.3120043,0.18,10.5882353,91,22.75,144.87,36.2175,13.65,3.4125,77.39,19.3475,218.6,16.8153846,250,20.8576,37.46,8.91904762,1.99,11.0555556,1.6,14.5454545,0.2,22.2222222,37.85,68.8181818,250,26.936087,197.06,4.19276596,0.46738534,20.3211016,0.27503585,21.1566035,0.00360246,0.00480328,0.0074148,0.009886399,0.0004217,0.00056226,0,0,0,0,0,0,0,0,45.42,34.9384615,5.44,10.88,0.12430289,0.12430289,0.07783395,0.05987227,0.01045829,0.00804484,0.13780023,0.10600017,4.34066629,3.33897407,1.24552524,0.95809634,0.18397872,0.14152209,35.2061909,27.0816853,2.74695792,2.746957919,0,0,0.01326047,0.01326047,0,0,0,0,0,0,0.00278261,0.00278261,0,0,6.9376e-05,6.9376e-05,1.7344e-05,1.7344e-05,0,0,0,0,52.282427874,2.09951639190476,50.1829114820952,20.0731645928381,15.7295709313611,1.64674217566667,14.0828287556944,5.63313150227778
"FFQ_31.1","Pasta with cream or cheese sauce: alfredo, mac & cheese ","1 cup",NA,"Servings in last 2 weeks",1,"1","143","473.1","Macaroni and cheese,",0,1,1,198.64,250,13.76,27.52,6.95681186,13.9136237,2.07,7.39285714,2.13854139,7.6376478,143.03,17.87875,147.84,16.4266667,57.49,7.18625,0.03,0.00375,0.21,0.39622642,21.71,100,3.48,4.64,1.06,7.06666667,1.06107767,7.07385112,7.15,5.95833333,0.19,0.21111111,0.41,34.1666667,0.38,29.2307692,2.46,15.375,5.62580315,35.1612697,0.17,10,86.44,21.61,137.55,34.3875,12.95,3.2375,73.46,18.365,203.3,15.6384615,247.82,19.8256,35.71,8.50238095,1.91,10.6111111,1.55,14.0909091,0.21,23.3333333,35.56,64.6545455,250,25.9047826,193.53,4.11765957,0.44723679,19.4450778,0.25797661,19.8443545,0.0054754,0.00730054,0.00911696,0.012155945,0.00066107,0.00088143,0,0,0,0,0,0,0,0,42.35,32.5769231,5.36,10.72,0.09669777,0.09669777,0.13294314,0.10226395,0.01528431,0.01175716,0.17863746,0.13741343,4.31029594,3.31561226,1.20225024,0.92480787,0.1797388,0.13826061,33.2454475,25.5734212,2.86170249,2.861702493,0,0,0.0131386,0.0131386,0,0,0,0,0,0,0.01129378,0.01129378,0,0,0.00030572,0.00030572,7.643e-05,7.643e-05,0,0,0,0,51.2887214773333,2.01180058,49.2769208973333,19.7107683589333,15.65506110875,1.58032148919048,14.0747396195595,5.62989584782381
"FFQ_32","Cheese or Veggie pizza ","2 med slices",NA,"Servings in last 2 weeks",0,"1","146","480.2","Pizza/ without meat,",0,0,1,190.7,250,22.27,44.54,7.83471437,15.6694287,4.17,14.8928571,3.56405815,12.7287791,111.22,13.9025,126.2,14.0222222,176.36,22.045,0.62,0.0775,0.21,0.39622642,81.08,100,250,100,1.78,11.8666667,3.1044558,20.696372,14.2,11.8333333,3.63,4.03333333,0.56,46.6666667,0.41,31.5384615,5.5,34.375,11.1051392,69.4071198,0.16,9.41176471,163,40.75,230.7,57.675,64.95,16.2375,97.42,24.355,250,30.6184615,250,33.9128,44.84,10.6761905,3.95,21.9444444,2.63,23.9090909,0.23,25.5555556,40.72,74.0363636,250,47.7904348,250,7.1512766,0.5491866,23.8776781,0.46704793,35.9267638,1.5517e-05,2.0689e-05,0.00050133,0.000668444,0,0,0,0,1.2013e-05,1.6017e-05,1.2013e-05,1.6017e-05,0,0,59.28,45.6,6.56,13.12,0.73246541,0.73246541,1.77881118,1.36831629,0.30522413,0.23478779,1.7675868,1.35968216,0.82205633,0.63235103,0.12152322,0.0934794,1.00075577,0.76981213,42.3296927,32.5613021,0.49286976,0.492869759,0,0,0.02285695,0.02285695,0,0,0,0,0,0,0.16897181,0.16897181,0,0,0.00717909,0.00717909,0.00069551,0.00069551,0,0,0,0,72.0243154283333,2.35955660285714,69.6647588254762,27.8659035301905,24.5122602479722,1.83070330614286,22.6815569418294,9.07262277673174
"FFQ_32.1","Cheese or Veggie pizza ","2 med slices",NA,"Servings in last 2 weeks",1,"1","146","480.2","Pizza/ without meat,",0,1,1,175.33,250,20.01,40.02,7.25757637,14.5151527,3.8,13.5714286,3.26452925,11.659033,102.62,12.8275,117.37,13.0411111,173.95,21.74375,1.38,0.1725,0.29,0.54716981,75.71,100,250,100,1.69,11.2666667,2.780497,18.5366467,13.01,10.8416667,3.82,4.24444444,0.5,41.6666667,0.37,28.4615385,4.97,31.0625,10.1517075,63.448172,0.14,8.23529412,140.21,35.0525,199.58,49.895,54.53,13.6325,85.17,21.2925,250,27.2707692,250,30.8384,41.04,9.77142857,3.6,20,2.33,21.1818182,0.22,24.4444444,36.62,66.5818182,250,44.0073913,250,6.88617021,0.50312529,21.8750128,0.41550251,31.9617313,1.9178e-05,2.5571e-05,0.00042829,0.000571047,0,0,0,0,0,0,0,0,0,0,56.61,43.5461538,6.34,12.68,0.58980673,0.58980673,1.57517026,1.21166943,0.28254117,0.21733936,1.58770535,1.22131181,0.76296076,0.58689289,0.11081726,0.08524405,0.86060895,0.66200688,39.590521,30.4542469,0.46286867,0.462868667,0,0,0.02054564,0.02054564,0,0,0,0,0,0,0.14506164,0.14506164,0,0,0.00631161,0.00631161,0.000947,0.000947,0,0,0,0,69.585041014,2.1902793352381,67.3947616787619,26.9579046715048,22.7427654046667,1.69829774319048,21.0444676614762,8.41778706459048
"FFQ_33","Pizza with meat toppings ","2 med slices",NA,"Servings in last 2 weeks",0,"1","145","480.1","Pizza/ with meat,",0,0,1,200.96,250,24.73,49.46,7.45004574,14.9000915,4.21,15.0357143,3.31661364,11.8450487,113.87,14.23375,129.15,14.35,180.32,22.54,0.22,0.0275,0.12,0.22641509,61.35,100,250,100,1.88,12.5333333,3.6995035,24.6633566,15.64,13.0333333,2.96,3.28888889,0.62,51.6666667,0.44,33.8461538,6.61,41.3125,11.6140601,72.5878756,0.2,11.7647059,157.77,39.4425,225.1,56.275,61.48,15.37,96.15,24.0375,250,26.5253846,250,33.9568,47.6,11.3333333,4.12,22.8888889,2.97,27,0.26,28.8888889,44.37,80.6727273,250,56.2726087,250,8.20148936,0.69608531,30.2645789,0.25167851,19.3598851,0.03090926,0.04121235,0.0409817,0.054642267,0.00918097,0.01224129,0,0,0,0,0,0,0,0,56.8,43.6923077,6.71,13.42,0.76454495,0.76454495,1.93742497,1.4903269,0.27271358,0.20977967,1.98974751,1.53057501,0.39049198,0.30037845,0.17284463,0.13295741,0.79281564,0.60985818,40.0834615,30.8334319,0.5619198,0.561919796,0,0,0.0255611,0.0255611,0,0,0,0,0,0,0.15403117,0.15403117,0.00038254,0.00038254,0.00711758,0.00711758,0.00026982,0.00026982,0,0,0,0,71.8294642233333,2.24539651285714,69.5840677104762,27.8336270841905,25.4475303179722,1.74386354647619,23.703666771496,9.48146670859841
"FFQ_33.1","Pizza with meat toppings ","2 med slices",NA,"Servings in last 2 weeks",1,"1","145","480.1","Pizza/ with meat,",0,1,1,186.84,250,22.91,45.82,6.96117824,13.9223565,3.86,13.7857143,3.10948131,11.1052904,104.71,13.08875,118.71,13.19,164.66,20.5825,0.32,0.04,0.15,0.28301887,59.27,100,250,100,1.72,11.4666667,3.39546566,22.6364377,14.38,11.9833333,3.06,3.4,0.56,46.6666667,0.42,32.3076923,6.05,37.8125,10.7905753,67.4410953,0.19,11.1764706,140.78,35.195,201.54,50.385,53.82,13.455,86.9,21.725,250,24.4530769,250,31.4128,43.85,10.4404762,3.78,21,2.76,25.0909091,0.24,26.6666667,41.28,75.0545455,250,51.6621739,250,7.5906383,0.64050856,27.8481983,0.24368125,18.7447114,0.04873996,0.06498661,0.06459125,0.086121671,0.01447721,0.01930295,0,0,0,0,0,0,0,0,52.18,40.1384615,6.28,12.56,0.64595468,0.64595468,1.76893173,1.36071671,0.2527717,0.19443977,1.82162389,1.40124915,0.36168502,0.27821925,0.16330785,0.12562142,0.73129028,0.56253098,37.3874504,28.7595773,0.51226509,0.512265092,0,0,0.02401163,0.02401163,0,0,0,0,0,0,0.14279609,0.14279609,0.00060322,0.00060322,0.00658517,0.00658517,0.00027629,0.00027629,0,0,0,0,69.3110105006667,2.08664538285714,67.2243651178095,26.8897460471238,23.9186006639167,1.6197546072381,22.2988460566786,8.91953842267143
"FFQ_34","Hot dog, bratwurst, lunch meats, ham ","2 slices or 1 dog",NA,"Servings in last 2 weeks",0,"1",NA,NA,NA,NA,NA,NA,73.41,157.223333,11.8066667,23.6133333,0.08532834,0.17065669,0.02666667,0.0952381,0.10222893,0.36510331,2.76666667,0.34583333,3.04,0.33777778,3.22,0.4025,0.04333333,0.00541667,0.03,0.05660377,1.15666667,5.78333333,106.776667,100,0.20333333,1.35555556,0.50628515,3.37523434,0.68666667,0.57222222,0.28333333,0.31481481,0.23666667,19.7222222,0.13,10,3.01666667,18.8541667,4.7717196,29.8232475,0.19666667,11.5686275,2.63,0.6575,2.77333333,0.69333333,2.69666667,0.67416667,0.03,0.0075,11.15,0.85769231,150.426667,12.0341333,12.01,2.85952381,0.77666667,4.31481481,1.48666667,13.5151515,0.08666667,9.62962963,15.49,28.1636364,250,36.346087,239.44,5.09446809,0.02949054,1.28219751,0.10356942,7.96687854,0.20977579,0.27970105,0.16782295,0.223763929,0.02097758,0.0279701,0,0,0,0,0,0,0,0,2.40666667,1.85128205,1.51333333,3.02666667,0.96761343,0.96761343,0.11853004,0.09117696,0.00024802,0.00019078,0.67985965,0.52296896,0,0,0.13072387,0.10055682,0.28031495,0.21562688,0.02187897,0.01682997,0.42430964,0.424309636,0,0,0.01078035,0.01078035,0,0,0,0,0,0,0.00925934,0.00925934,0,0,0.00041336,0.00041336,8.2673e-05,8.2673e-05,0,0,0,0,27.2581189923333,0.12590544252381,27.1322135498095,17.2571163784001,8.85412483136111,0.112371864714286,8.74175296664682,5.56008627971703
"FFQ_34.1","Hot dog, bratwurst, lunch meats, ham ","2 slices or 1 dog",NA,"Servings in last 2 weeks",1,"1",NA,NA,NA,NA,NA,NA,62.7266667,133.24,10.2333333,20.4666667,0.06602331,0.13204662,0.01666667,0.05952381,0.07887317,0.28168988,1.98,0.2475,2.19333333,0.2437037,2.51666667,0.31458333,0.04,0.005,0.02666667,0.05031447,0.89,4.45,83.3266667,100,0.17,1.13333333,0.42624281,2.84161871,0.56666667,0.47222222,0.21333333,0.23703704,0.20666667,17.2222222,0.11333333,8.71794872,2.60333333,16.2708333,4.17400724,26.0875453,0.17,10,2.28333333,0.57083333,2.38,0.595,2.34666667,0.58666667,0.04,0.01,8.56,0.65846154,131.096667,10.4877333,10.3966667,2.47539683,0.67,3.72222222,1.29,11.7272727,0.07666667,8.51851852,13.21,24.0181818,250,31.057971,208.066667,4.42695035,0.02504039,1.0887127,0.08799792,6.76907054,0.18559371,0.24745827,0.14847545,0.197967265,0.01855852,0.02474469,0,0,0,0,0,0,0,0,1.99333333,1.53333333,1.3,2.6,0.77055275,0.77055275,0.09112695,0.07009765,0.00019227,0.0001479,0.52574833,0.4044218,0.0002108,0.00016216,0.10128836,0.07791412,0.24194561,0.18611201,0.01426896,0.01097613,0.36133916,0.361339162,0,0,0.00921796,0.00921796,0,0,0,0,0,0,0.00713514,0.00713514,0,0,0.00031848,0.00031848,6.3696e-05,6.3696e-05,0,0,0,0,24.3818059433333,0.101114688857143,24.2806912544762,18.2232747331704,7.99874672069444,0.0904028075238095,7.90834391317063,5.93541272378462
"FFQ_35","Nachos ","1 med serving with cheese",NA,"Servings in last 2 weeks",NA,"1",NA,NA,NA,NA,NA,NA,61.08,250,8.25,16.5,1.90501692,3.81003385,1.63,5.82142857,1.07533704,3.84048944,66.88,8.36,69.97,7.77444444,35.02,4.3775,3.99,0.49875,3.86,7.28301887,119.71,100,0.44,0.58666667,1.39,9.26666667,3.0725817,20.483878,4.77,3.975,0.17,0.18888889,0.05,4.16666667,0.17,13.0769231,0.6,3.75,2.83294026,17.7058767,0.09,5.29411765,12.2,3.05,13.91,3.4775,9.87,2.4675,2.36,0.59,250,22.6969231,238.56,19.0848,35.65,8.48809524,0.74,4.11111111,1.27,11.5454545,0.07,7.77777778,7.05,12.8181818,250,18.1891304,112.87,2.40148936,0.08529134,3.70831917,0.26290948,20.2238063,3.1417e-05,4.1889e-05,7.3742e-05,9.83221e-05,0,0,0,0,0,0,0,0,0,0,23.38,17.9846154,1.41,2.82,0.14400546,0.14400546,0.04248986,0.03268451,0.02166051,0.01666193,0.14697729,0.11305945,0.7933599,0.61027685,0.04753259,0.03656353,0.31762549,0.2443273,19.0655425,14.6658019,0.4963162,0.496316197,0,0,0.00193204,0.00193204,0,0,0,0,0,0,0,0,0,0,0.0005571,0.0005571,0,0,0,0,0,0,41.0380378826667,1.0037142352381,40.0343236474286,16.0137294589714,9.40698907086389,0.779151727,8.62783734386389,3.45113493754556
"FFQ_35.1","Nachos ","1 med serving with cheese",NA,"Servings in last 2 weeks",NA,"1",NA,NA,NA,NA,NA,NA,59.68,250,8,16,1.90816826,3.81633653,1.64,5.85714286,1.08075849,3.85985175,63.49,7.93625,66.15,7.35,30.45,3.80625,3.68,0.46,3.09,5.83018868,114.71,100,0.26,0.34666667,1.41,9.4,2.97995236,19.8663491,4.73,3.94166667,0.16,0.17777778,0.05,4.16666667,0.15,11.5384615,0.62,3.875,2.80109742,17.5068589,0.09,5.29411765,12.01,3.0025,13.87,3.4675,9.47,2.3675,2.57,0.6425,250,20.1707692,222.63,17.8104,34.46,8.2047619,0.72,4,1.23,11.1818182,0.06,6.66666667,6.87,12.4909091,250,17.6095652,109.23,2.32404255,0.08330235,3.62184139,0.25826587,19.866605,2.5488e-05,3.3984e-05,6.4543e-05,8.60575e-05,0,0,0,0,0,0,0,0,0,0,23.13,17.7923077,1.31,2.62,0.13749673,0.13749673,0.0426465,0.032805,0.01960234,0.01507873,0.14782294,0.11370996,0.78474672,0.60365132,0.04769453,0.0366881,0.31086862,0.2391297,19.1034665,14.6949742,0.49111199,0.49111199,0,0,0.0018129,0.0018129,0,0,0,0,5.558e-07,5.558e-07,5.558e-07,5.558e-07,0,0,0.00056158,0.00056158,0,0,0,0,0,0,39.724014911,1.00418249817143,38.7198324128286,15.4879329651314,9.051613395875,0.779381967695238,8.27223142817976,3.30889257127191
